"Committee Code","Committee Name","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","Election Year","Officer Position","Last Name","First Name","Middle Name","SCHED_ID","Begin Cash Bal","Receips Line4 G","Receipts Line5 G","Receipts Line10 G","Tot Expend Funds","Exp Line8 G","Exp Line12 G","Surplus XFerred","Tot Surplus I","End Cash Bal","Tot Receipts To Date","Total Exp To Date","Debt Outstanding","Bal Start Cycle","Tot Receipts Line24 Last Rep","Tot Receipts Elec Cycle","Tot Funds Available","Total Disb Last Rep","Total Disb Elec Cycle","Ending Balance"
"91-113","Portsmouth PAC","2008","10/15/2008","OCTP15_08","07/01/2008","09/30/2008","E","R","0","10/08/2008","T","0","Treasurer","Pittman","Gail","C","H","4145.98","338.40","1.06","0.00","4485.44","0.00","0.00","","0.00","4485.44","339.46","0.00","0.00","3998.14","2459.63","2799.09","6797.23","2311.79","2311.79","4485.44"
"91-113","Portsmouth PAC","2008","01/15/2009","JANP15_09","10/01/2008","12/31/2008","E","R","0","01/12/2009","T","0","Treasurer","Pittman","Gail","C","H","4485.44","0.00","1.12","0.00","4486.56","0.00","0.00","","0.00","4486.56","1.12","0.00","0.00","3998.14","2799.09","2800.21","6798.35","2311.79","2311.79","4486.56"
"91-122","The Virginia Education Association Fund for Children and Public Education","2008","04/15/2008","APRP15_08","01/01/2008","03/31/2008","E","R","0","04/03/2008","T","0","Treasurer","Gray","Roger","","H","26742.40","22849.17","3.62","0.00","49595.19","19621.38","0.00","","0.00","29973.81","22852.79","19621.38","0.00","26742.40","0.00","22852.79","49595.19","0.00","19621.38","29973.81"
"91-122","The Virginia Education Association Fund for Children and Public Education","2008","07/15/2008","JULP15_08","04/01/2008","06/30/2008","E","R","0","07/14/2008","T","0","Treasurer","Gray","Roger","","H","29973.81","62562.81","5.72","0.00","92542.34","45502.26","0.00","","0.00","47040.08","62568.53","45502.26","0.00","26742.40","22852.79","85421.32","112163.72","19621.38","65123.64","47040.08"
"91-122","The Virginia Education Association Fund for Children and Public Education","2008","10/15/2008","OCTP15_08","07/01/2008","09/30/2008","E","R","0","10/01/2008","T","0","Treasurer","Gray","Roger","","H","47040.08","14214.19","7.07","0.00","61261.34","16342.02","0.00","","0.00","44919.32","14221.26","16342.02","0.00","26742.40","85421.32","99642.58","126384.98","65123.64","81465.66","44919.32"
"91-122","The Virginia Education Association Fund for Children and Public Education","2008","01/15/2009","JANP15_09","10/01/2008","12/31/2008","E","A","1","01/14/2009","T","0","Treasurer","Gray","Roger","","H","44919.32","33663.56","7.07","0.00","78589.95","25263.44","0.00","","0.00","53326.51","33670.63","25263.44","0.00","26742.40","99642.58","133313.21","160055.61","81465.66","106729.10","53326.51"
"91-123","Acre Virginia (Virginia Action Committee For Rural Electrification)","2008","04/15/2008","APRP15_08","01/01/2008","03/31/2008","E","R","0","04/02/2008","T","0","Treas","Garber","Manley","","H","85790.32","3654.34","0.00","0.00","89444.66","0.00","0.00","","0.00","89444.66","3654.34","0.00","0.00","0.00","197865.01","201519.35","201519.35","112074.69","112074.69","89444.66"
"91-123","Acre Virginia (Virginia Action Committee For Rural Electrification)","2008","07/15/2008","JULP15_08","04/01/2008","06/30/2008","E","R","0","07/02/2008","T","0","Treas","Garber","Manley","","H","89444.66","29293.46","0.00","0.00","118738.12","14350.00","0.00","","0.00","104388.12","29293.46","14350.00","0.00","0.00","201519.35","230812.81","230812.81","112074.69","126424.69","104388.12"
"91-123","Acre Virginia (Virginia Action Committee For Rural Electrification)","2008","10/15/2008","OCTP15_08","07/01/2008","09/30/2008","E","R","0","10/01/2008","T","0","Treas","Garber","Manley","","H","104388.12","0.00","0.00","0.00","104388.12","7000.00","0.00","","0.00","97388.12","0.00","7000.00","0.00","0.00","230812.81","230812.81","230812.81","126424.69","133424.69","97388.12"
"91-123","Acre Virginia (Virginia Action Committee For Rural Electrification)","2008","01/15/2009","JANP15_09","10/01/2008","12/31/2008","E","R","0","01/06/2009","T","0","Treas","Garber","Manley","","H","97388.12","0.00","0.00","0.00","97388.12","40227.00","0.00","","0.00","57161.12","0.00","40227.00","0.00","0.00","230812.81","230812.81","230812.81","133424.69","173651.69","57161.12"
"91-125","HBAV Home Builders Association of Virginia","2008","04/15/2008","APRP15_08","01/01/2008","03/31/2008","E","R","0","04/10/2008","T","0","Treasurer","Toalson","Michael","","H","109451.37","45062.50","5250.00","0.00","159763.87","27030.19","0.00","","0.00","132733.68","50312.50","27030.19","0.00","109451.37","0.00","50312.50","159763.87","0.00","27030.19","132733.68"
"91-125","HBAV Home Builders Association of Virginia","2008","07/15/2008","JULP15_08","04/01/2008","06/30/2008","E","R","0","07/10/2008","T","0","Treasurer","Toalson","Michael","","H","132733.68","28950.00","0.00","0.00","161683.68","52987.75","0.00","","0.00","108695.93","28950.00","52987.75","0.00","109451.37","50312.50","79262.50","188713.87","27030.19","80017.94","108695.93"
"91-125","HBAV Home Builders Association of Virginia","2008","10/15/2008","OCTP15_08","07/01/2008","09/30/2008","E","R","0","10/08/2008","T","0","Treasurer","Toalson","Michael","","H","108695.93","22525.00","0.00","0.00","131220.93","12155.34","0.00","","0.00","119065.59","22525.00","12155.34","0.00","109451.37","79262.50","101787.50","211238.87","80017.94","92173.28","119065.59"
"91-125","HBAV Home Builders Association of Virginia","2008","01/15/2009","JANP15_09","10/01/2008","12/31/2008","E","R","0","01/06/2009","T","0","Treasurer","Toalson","Michael","","H","119065.59","36743.87","0.00","0.00","155809.46","13146.95","0.00","","0.00","142662.51","36743.87","13146.95","0.00","109451.37","101787.50","138531.37","247982.74","92173.28","105320.23","142662.51"
"91-126","Truckers PAC of Virginia","2008","04/15/2008","APRP15_08","01/01/2008","03/31/2008","E","R","0","04/01/2008","T","0","Treasurer","Bennett","P. Dale","","H","2217.53","100.00","0.00","0.00","2317.53","0.00","0.00","","0.00","2317.53","100.00","0.00","0.00","2217.53","0.00","100.00","2317.53","0.00","0.00","2317.53"
"91-126","Truckers PAC of Virginia","2008","07/15/2008","JULP15_08","04/01/2008","06/30/2008","E","R","0","07/02/2008","T","0","Treasurer","Bennett","P. Dale","","H","2317.53","14030.00","0.00","0.00","16347.53","2310.00","0.00","","0.00","14037.53","14030.00","2310.00","0.00","2217.53","100.00","14130.00","16347.53","0.00","2310.00","14037.53"
"91-126","Truckers PAC of Virginia","2008","10/15/2008","OCTP15_08","07/01/2008","09/30/2008","E","R","0","10/03/2008","T","0","Treasurer","Bennett","P. Dale","","H","14037.53","3300.00","0.00","0.00","17337.53","5250.00","0.00","","0.00","12087.53","3300.00","5250.00","0.00","2217.53","14130.00","17430.00","19647.53","2310.00","7560.00","12087.53"
"91-126","Truckers PAC of Virginia","2008","01/15/2009","JANP15_09","10/01/2008","12/31/2008","E","R","0","01/06/2009","T","0","Treasurer","Bennett","P. Dale","","H","12087.53","0.00","0.00","0.00","12087.53","9400.00","0.00","","0.00","2687.53","0.00","9400.00","0.00","2217.53","17430.00","17430.00","19647.53","7560.00","16960.00","2687.53"
"91-127","Virginia Hospitality and Travel Industry Association PAC Inc","2008","04/15/2008","APRP15_08","01/01/2008","03/31/2008","E","R","0","04/10/2008","T","0","Treasurer","Hawkins","Barry","","H","56957.18","1710.00","0.00","0.00","58667.18","10787.23","0.00","","0.00","47879.95","1710.00","10787.23","0.00","56957.18","0.00","1710.00","58667.18","0.00","10787.23","47879.95"
"91-127","Virginia Hospitality and Travel Industry Association PAC Inc","2008","07/15/2008","JULP15_08","04/01/2008","06/30/2008","E","R","0","07/10/2008","T","0","Treasurer","Hawkins","Barry","","H","47879.95","18295.00","0.00","0.00","66174.95","10705.00","0.00","","0.00","55469.95","18295.00","10705.00","0.00","56957.18","1710.00","20005.00","76962.18","10787.23","21492.23","55469.95"
"91-127","Virginia Hospitality and Travel Industry Association PAC Inc","2008","10/15/2008","OCTP15_08","07/01/2008","09/30/2008","E","R","0","01/12/2009","L","0","Treasurer","Hawkins","Barry","","H","55469.95","4892.12","0.00","0.00","60362.07","1745.52","0.00","","0.00","58616.55","4892.12","1745.52","0.00","56957.18","20005.00","24897.12","81854.30","21492.23","23237.75","58616.55"
"91-127","Virginia Hospitality and Travel Industry Association PAC Inc","2008","01/15/2009","JANP15_09","10/01/2008","12/31/2008","E","R","0","01/12/2009","T","0","Treasurer","Hawkins","Barry","","H","58616.55","550.00","0.00","0.00","59166.55","1510.46","0.00","","0.00","57656.09","550.00","1510.46","0.00","56957.18","24897.12","25447.12","82404.30","23237.75","24748.21","57656.09"
"91-129","National Federation of Independent Business","2008","04/15/2008","APRP15_08","01/01/2008","03/31/2008","E","R","0","04/14/2008","T","0","Treasurer","Michael","Maloney","","H","20671.51","951.68","0.00","0.00","21623.19","0.00","0.00","","0.00","21623.19","951.68","0.00","0.00","20671.51","0.00","951.68","21623.19","0.00","0.00","21623.19"
"91-129","National Federation of Independent Business","2008","07/15/2008","JULP15_08","04/01/2008","06/30/2008","E","R","0","07/14/2008","T","0","Treasurer","Michael","Maloney","","H","21623.19","3170.02","0.00","0.00","24793.21","0.00","0.00","","0.00","24793.21","3170.02","0.00","0.00","20671.51","951.68","4121.70","24793.21","0.00","0.00","24793.21"
"91-129","National Federation of Independent Business","2008","10/15/2008","OCTP15_08","07/01/2008","09/30/2008","E","R","0","10/14/2008","T","0","Treasurer","Michael","Maloney","","H","24793.21","3935.04","0.00","0.00","28728.25","130.00","0.00","","0.00","28598.25","3935.04","130.00","0.00","20671.51","4121.70","8056.74","28728.25","0.00","130.00","28598.25"
"91-129","National Federation of Independent Business","2008","01/15/2009","JANP15_09","10/01/2008","12/31/2008","E","R","0","01/14/2009","T","0","Treasurer","Michael","Maloney","","H","28598.25","1741.72","0.00","0.00","30339.97","0.00","0.00","","0.00","30339.97","1741.72","0.00","0.00","20671.51","8056.74","9798.46","30469.97","130.00","130.00","30339.97"
"91-132","Dominion Political Action Committee - Virginia","2008","04/15/2008","APRP15_08","01/01/2008","03/31/2008","E","R","0","04/15/2008","T","0","Treasurer","Applewhite","Hunter","","H","1035.93","150000.00","2300.00","0.00","153335.93","145500.00","0.00","","0.00","7835.93","152300.00","145500.00","0.00","4130.82","179760.00","332060.00","336190.82","1278694.89","1424194.89","7835.93"
"91-132","Dominion Political Action Committee - Virginia","2008","07/15/2008","JULP15_08","04/01/2008","06/30/2008","E","R","0","07/14/2008","T","0","Treasurer","Applewhite","Hunter","","H","7835.93","361082.21","1286.64","0.00","370204.78","370182.56","0.00","","0.00","22.22","362368.85","370182.56","0.00","4130.82","332060.00","694428.85","698559.67","1424194.89","1794377.45","22.22"
"91-132","Dominion Political Action Committee - Virginia","2008","07/15/2008","JULP15_08","04/01/2008","06/30/2008","E","A","1","10/10/2008","T","0","Treasurer","Applewhite","Hunter","","H","7835.93","200000.00","3800.00","0.00","211635.93","201050.00","0.00","","0.00","10585.93","203800.00","201050.00","0.00","4130.82","332060.00","535860.00","539990.82","1424194.89","1625244.89","10585.93"
"91-132","Dominion Political Action Committee - Virginia","2008","10/15/2008","OCTP15_08","07/01/2008","09/30/2008","E","R","0","10/10/2008","T","0","Treasurer","Applewhite","Hunter","","H","10585.93","150000.00","2250.00","0.00","162835.93","77400.00","0.00","","0.00","85435.93","152250.00","77400.00","0.00","4130.82","532060.00","684310.00","688440.82","1621444.89","1698844.89","85435.93"
"91-132","Dominion Political Action Committee - Virginia","2008","01/15/2009","JANP15_09","10/01/2008","12/31/2008","E","R","0","01/07/2009","T","0","Treasurer","Applewhite","Hunter","","H","85435.93","175000.00","2600.00","0.00","263035.93","129600.00","0.00","","0.00","133435.93","177600.00","129600.00","0.00","4130.82","684310.00","861910.00","866040.82","1698844.89","1828444.89","133435.93"
"91-138","Home Builders Association of Richmond Builders PAC","2008","04/15/2008","APRP15_08","01/01/2008","03/31/2008","E","R","0","04/14/2008","T","0","Treas","Sprigg","Susan","R","H","49047.67","4740.00","2945.26","0.00","56732.93","84.49","0.00","","0.00","56648.44","7685.26","84.49","0.00","49047.67","0.00","7685.26","56732.93","0.00","84.49","56648.44"
"91-138","Home Builders Association of Richmond Builders PAC","2008","07/15/2008","JULP15_08","04/01/2008","06/30/2008","E","R","0","07/10/2008","T","0","Treas","Sprigg","Susan","R","H","56648.44","12150.00","381.96","0.00","69180.40","6250.00","0.00","","0.00","62930.40","12531.96","6250.00","0.00","49047.67","7685.26","20217.22","69264.89","84.49","6334.49","62930.40"
"91-138","Home Builders Association of Richmond Builders PAC","2008","10/15/2008","OCTP15_08","07/01/2008","09/30/2008","E","R","0","10/13/2008","T","0","Treas","Sprigg","Susan","R","H","62930.40","7115.00","421.28","0.00","70466.68","4466.29","0.00","","0.00","66000.39","7536.28","4466.29","0.00","49047.67","20217.22","27753.50","76801.17","6334.49","10800.78","66000.39"
"91-138","Home Builders Association of Richmond Builders PAC","2008","01/15/2009","JANP15_09","10/01/2008","12/31/2008","E","R","0","01/14/2009","T","0","Treas","Sprigg","Susan","R","H","66000.39","8130.00","429.05","0.00","74559.44","3539.87","0.00","","0.00","71019.57","8559.05","3539.87","0.00","49047.67","27753.50","36312.55","85360.22","10800.78","14340.65","71019.57"
"91-140","Virginia Bankers Association PAC","2008","04/15/2008","APRP15_08","01/01/2008","03/31/2008","E","R","0","04/15/2008","T","0","Treasurer","Ayers","Walter","C","H","291230.85","45225.00","8234.96","0.00","344690.81","49322.57","0.00","","0.00","295368.24","53459.96","49322.57","0.00","291230.85","0.00","53459.96","344690.81","0.00","49322.57","295368.24"
"91-140","Virginia Bankers Association PAC","2008","07/15/2008","JULP15_08","04/01/2008","06/30/2008","E","R","0","07/11/2008","T","0","Treasurer","Ayers","Walter","C","H","295368.24","143815.12","7162.04","0.00","446345.40","138113.95","0.00","","0.00","308231.45","150977.16","138113.95","0.00","291230.85","53459.96","204437.12","495667.97","49322.57","187436.52","308231.45"
"91-140","Virginia Bankers Association PAC","2008","10/15/2008","OCTP15_08","07/01/2008","09/30/2008","E","R","0","10/14/2008","T","0","Treasurer","Ayers","Walter","C","H","308231.45","6828.46","11448.08","0.00","326507.99","133540.82","0.00","","0.00","192967.17","18276.54","133540.82","0.00","291230.85","204437.12","222713.66","513944.51","187436.52","320977.34","192967.17"
"91-140","Virginia Bankers Association PAC","2008","07/15/2008","JULP15_08","04/01/2008","06/30/2008","E","A","1","01/13/2009","T","0","Treasurer","Ayers","Walter","C","H","295368.24","143815.12","10360.84","0.00","449544.20","138113.95","0.00","","0.00","311430.25","154175.96","138113.95","0.00","291230.85","53459.96","207635.92","498866.77","49322.57","187436.52","311430.25"
"91-140","Virginia Bankers Association PAC","2008","10/15/2008","OCTP15_08","07/01/2008","09/30/2008","E","A","1","01/13/2009","T","0","Treasurer","Ayers","Walter","C","H","311430.25","6828.46","15705.90","0.00","333964.61","133540.82","0.00","","0.00","200423.79","22534.36","133540.82","0.00","291230.85","207635.92","230170.28","521401.13","187436.52","320977.34","200423.79"
"91-140","Virginia Bankers Association PAC","2008","01/15/2009","JANP15_09","10/01/2008","12/31/2008","E","R","0","01/13/2009","T","0","Treasurer","Ayers","Walter","C","H","200423.79","2099.72","3939.61","0.00","206463.12","53066.76","0.00","","0.00","153396.36","6039.33","53066.76","0.00","291230.85","230170.28","236209.61","527440.46","320977.34","374044.10","153396.36"
"91-140","Virginia Bankers Association PAC","2008","01/15/2009","JANP15_09","10/01/2008","12/31/2008","E","A","1","01/14/2009","T","0","Treasurer","Ayers","Walter","C","H","200423.79","2099.72","4148.12","0.00","206671.63","53146.45","0.00","","0.00","153525.18","6247.84","53146.45","0.00","291230.85","230170.28","236418.12","527648.97","320977.34","374123.79","153525.18"
"91-140","Virginia Bankers Association PAC","2008","10/15/2008","OCTP15_08","07/01/2008","09/30/2008","E","A","2","07/24/2009","T","0","Treasurer","Ayers","Walter","C","H","311430.25","6828.46","15705.90","0.00","333964.61","133540.82","0.00","","0.00","200423.79","22534.36","133540.82","0.00","291230.85","207635.92","230170.28","521401.13","187436.52","320977.34","200423.79"
"91-140","Virginia Bankers Association PAC","2008","01/15/2009","JANP15_09","10/01/2008","12/31/2008","E","A","2","07/24/2009","T","0","Treasurer","Ayers","Walter","C","H","200423.79","2099.72","4148.12","0.00","206671.63","53146.45","0.00","","0.00","153525.18","6247.84","53146.45","0.00","291230.85","230170.28","236418.12","527648.97","320977.34","374123.79","153525.18"
"91-141","The Greater Washington Board of Trade  Virginia PAC","2008","04/15/2008","APRP15_08","01/01/2008","03/31/2008","E","R","0","04/14/2008","T","0","Treasurer","Thomas","Alexander","","H","27558.93","0.00","0.00","0.00","27558.93","2000.00","0.00","","0.00","25558.93","0.00","2000.00","0.00","27558.93","0.00","0.00","27558.93","0.00","2000.00","25558.93"
"91-141","The Greater Washington Board of Trade  Virginia PAC","2008","04/15/2008","APRP15_08","01/01/2008","03/31/2008","E","R","0","04/14/2008","T","0","Cust of Books","Grow","Bob","","H","27558.93","0.00","0.00","0.00","27558.93","2000.00","0.00","","0.00","25558.93","0.00","2000.00","0.00","27558.93","0.00","0.00","27558.93","0.00","2000.00","25558.93"
"91-141","The Greater Washington Board of Trade  Virginia PAC","2008","07/15/2008","JULP15_08","04/01/2008","06/30/2008","E","R","0","07/14/2008","T","0","Cust of Books","Grow","Bob","","H","25558.93","0.00","0.00","0.00","25558.93","1000.00","0.00","","0.00","24558.93","0.00","1000.00","0.00","27558.93","0.00","0.00","27558.93","2000.00","3000.00","24558.93"
"91-141","The Greater Washington Board of Trade  Virginia PAC","2008","07/15/2008","JULP15_08","04/01/2008","06/30/2008","E","R","0","07/14/2008","T","0","Treasurer","Thomas","Alexander","","H","25558.93","0.00","0.00","0.00","25558.93","1000.00","0.00","","0.00","24558.93","0.00","1000.00","0.00","27558.93","0.00","0.00","27558.93","2000.00","3000.00","24558.93"
"91-141","The Greater Washington Board of Trade  Virginia PAC","2008","10/15/2008","OCTP15_08","07/01/2008","09/30/2008","E","R","0","10/15/2008","T","0","Treasurer","Thomas","Alexander","","H","24558.93","0.00","0.00","0.00","24558.93","0.00","0.00","","0.00","24558.93","0.00","0.00","0.00","27558.93","0.00","0.00","27558.93","3000.00","3000.00","24558.93"
"91-141","The Greater Washington Board of Trade  Virginia PAC","2008","10/15/2008","OCTP15_08","07/01/2008","09/30/2008","E","R","0","10/15/2008","T","0","Cust of Books","Grow","Bob","","H","24558.93","0.00","0.00","0.00","24558.93","0.00","0.00","","0.00","24558.93","0.00","0.00","0.00","27558.93","0.00","0.00","27558.93","3000.00","3000.00","24558.93"
"91-141","The Greater Washington Board of Trade  Virginia PAC","2008","01/15/2009","JANP15_09","10/01/2008","12/31/2008","E","R","0","01/14/2009","T","0","Cust of Books","Grow","Bob","","H","24558.93","0.00","0.00","0.00","24558.93","0.00","0.00","","0.00","24558.93","0.00","0.00","0.00","27558.93","0.00","0.00","27558.93","3000.00","3000.00","24558.93"
"91-141","The Greater Washington Board of Trade  Virginia PAC","2008","01/15/2009","JANP15_09","10/01/2008","12/31/2008","E","R","0","01/14/2009","T","0","Treasurer","Thomas","Alexander","","H","24558.93","0.00","0.00","0.00","24558.93","0.00","0.00","","0.00","24558.93","0.00","0.00","0.00","27558.93","0.00","0.00","27558.93","3000.00","3000.00","24558.93"
"91-146","Virginia Coal Association PAC (The)","2008","04/15/2008","APRP15_08","01/01/2008","03/31/2008","E","R","0","04/10/2008","T","0","Secretary/Treas","Hudson","W","T","H","61825.57","15387.00","0.00","0.00","77212.57","2500.00","0.00","","0.00","74712.57","15387.00","2500.00","0.00","61825.57","0.00","15387.00","77212.57","0.00","2500.00","74712.57"
"91-146","Virginia Coal Association PAC (The)","2008","07/15/2008","JULP15_08","04/01/2008","06/30/2008","E","R","0","07/15/2008","T","0","Secretary/Treas","Hudson","W","T","H","74712.57","26446.00","0.00","0.00","101158.57","15000.00","0.00","","0.00","86158.57","26446.00","15000.00","0.00","61825.57","15387.00","41833.00","103658.57","2500.00","17500.00","86158.57"
"91-146","Virginia Coal Association PAC (The)","2008","10/15/2008","OCTP15_08","07/01/2008","09/30/2008","E","R","0","10/14/2008","T","0","Secretary/Treas","Hudson","W","T","H","86158.57","20251.00","0.00","0.00","106409.57","9000.00","0.00","","0.00","97409.57","20251.00","9000.00","0.00","61825.57","41833.00","62084.00","123909.57","17500.00","26500.00","97409.57"
"91-146","Virginia Coal Association PAC (The)","2008","01/15/2009","JANP15_09","10/01/2008","12/31/2008","E","R","0","01/13/2009","T","0","Secretary/Treas","Hudson","W","T","H","97409.57","19061.00","0.00","0.00","116470.57","5500.00","0.00","","0.00","110970.57","19061.00","5500.00","0.00","61825.57","62084.00","81145.00","142970.57","26500.00","32000.00","110970.57"
"91-147","PAC of The Tidewater Builders Association","2008","04/15/2008","APRP15_08","01/01/2008","03/31/2008","E","R","0","04/14/2008","T","0","Treasurer","Latham","Randy","","H","57241.45","0.00","1645.40","0.00","58886.85","6724.84","0.00","","0.00","52162.01","1645.40","6724.84","0.00","57241.45","0.00","1645.40","58886.85","0.00","6724.84","52162.01"
"91-147","PAC of The Tidewater Builders Association","2008","07/15/2008","JULP15_08","04/01/2008","06/30/2008","E","R","0","07/03/2008","T","0","Treasurer","Latham","Randy","","H","52162.01","46801.46","1500.00","0.00","100463.47","36901.25","0.00","","0.00","63562.22","48301.46","36901.25","0.00","57241.45","1645.40","49946.86","107188.31","6724.84","43626.09","63562.22"
"91-147","PAC of The Tidewater Builders Association","2008","10/15/2008","OCTP15_08","07/01/2008","09/30/2008","E","R","0","10/14/2008","T","0","Treasurer","Latham","Randy","","H","63562.22","11150.00","1128.02","0.00","75840.24","15478.88","0.00","","0.00","60361.36","12278.02","15478.88","0.00","57241.45","49946.86","62224.88","119466.33","43626.09","59104.97","60361.36"
"91-147","PAC of The Tidewater Builders Association","2008","01/15/2009","JANP15_09","10/01/2008","12/31/2008","E","R","0","01/14/2009","T","0","Treasurer","Latham","Randy","","H","60361.36","35325.62","0.00","0.00","95686.98","28362.64","0.00","","0.00","67324.34","35325.62","28362.64","0.00","57241.45","62224.88","97550.50","154791.95","59104.97","87467.61","67324.34"
"91-157","VAPAC-Independent Insurance Agents Of VA Political Affairs","2008","04/15/2008","APRP15_08","01/01/2008","03/31/2008","E","R","0","06/13/2008","L","0","Treasurer","Bradshaw, Jr. MAM","Robert","N","H","3040.70","1400.00","0.00","0.00","4440.70","2550.00","0.00","","0.00","1890.70","1400.00","2550.00","0.00","3040.70","0.00","1400.00","4440.70","0.00","2550.00","1890.70"
